Pedestrian_Involved,Accident Severity,Time of Day,Day of Week,Weather Conditions,Lighting Conditions,Road Type,Road Condition,Traffic Control Presence,Speed Limit (km/h),Number of Vehicles Involved
0,Fatal,13:26,Tuesday,Clear,Dusk,National Highway,Wet,Police Checkpost,34,5
0,Fatal,23:1,Thursday,Hazy,Dark,National Highway,Damaged,Unknown,90,5
0,Fatal,19:2,Thursday,Clear,Dusk,National Highway,Dry,Unknown,115,2
0,Fatal,16:38,Monday,Stormy,Dusk,National Highway,Wet,Unknown,101,2
0,Serious,10:14,Saturday,Foggy,Daylight,State Highway,Dry,Unknown,85,5
1,Fatal,19:35,Saturday,Foggy,Dusk,Urban Road,Wet,Signs,49,3
0,Fatal,6:20,Tuesday,Rainy,Dawn,Urban Road,Dry,Unknown,94,3
1,Minor,5:24,Saturday,Clear,Dawn,Village Road,Dry,Signals,48,3
0,Serious,18:2,Friday,Hazy,Dark,Urban Road,Wet,Police Checkpost,111,2
1,Fatal,7:31,Friday,Clear,Dusk,Village Road,Damaged,Signals,113,2
0,Fatal,2:51,Thursday,Foggy,Daylight,Urban Road,Under Construction,Signs,93,4
0,Fatal,18:24,Wednesday,Stormy,Dawn,Village Road,Wet,Signs,78,1
0,Serious,10:59,Monday,Clear,Daylight,State Highway,Dry,Police Checkpost,87,3
0,Serious,18:0,Friday,Foggy,Daylight,Urban Road,Dry,Police Checkpost,70,5
0,Fatal,12:9,Tuesday,Clear,Dawn,Village Road,Under Construction,Unknown,90,5
0,Serious,3:29,Wednesday,Clear,Dark,National Highway,Damaged,Signals,111,3
0,Serious,10:25,Tuesday,Clear,Dark,Village Road,Dry,Signs,58,5
1,Minor,18:52,Wednesday,Rainy,Daylight,Urban Road,Wet,Unknown,109,4
0,Minor,17:11,Sunday,Stormy,Daylight,Village Road,Dry,Signals,70,4
0,Serious,23:29,Monday,Stormy,Dusk,Village Road,Under Construction,Signs,111,4
1,Serious,23:27,Thursday,Hazy,Dawn,State Highway,Wet,Signs,89,3
0,Serious,12:14,Saturday,Stormy,Dark,Village Road,Wet,Police Checkpost,61,3
0,Minor,20:23,Thursday,Rainy,Dawn,State Highway,Damaged,Signals,114,3
0,Minor,8:10,Friday,Stormy,Daylight,Urban Road,Dry,Police Checkpost,42,3
0,Minor,20:47,Saturday,Stormy,Dawn,State Highway,Dry,Signs,43,1
1,Fatal,21:12,Saturday,Clear,Dusk,Urban Road,Dry,Police Checkpost,107,2
0,Fatal,10:48,Monday,Foggy,Dusk,Village Road,Dry,Signs,66,2
0,Fatal,14:9,Thursday,Hazy,Dark,State Highway,Damaged,Signs,69,1
0,Serious,10:47,Monday,Stormy,Dawn,State Highway,Under Construction,Signs,46,2
0,Fatal,0:49,Saturday,Hazy,Dark,Urban Road,Under Construction,Unknown,104,4
0,Serious,18:21,Sunday,Foggy,Dawn,Village Road,Dry,Unknown,107,2
0,Serious,0:32,Friday,Hazy,Daylight,State Highway,Wet,Signs,109,4
0,Minor,5:4,Friday,Foggy,Dawn,State Highway,Dry,Signals,48,4
0,Minor,12:16,Friday,Hazy,Daylight,State Highway,Wet,Signals,68,4
0,Fatal,12:15,Thursday,Clear,Dark,Urban Road,Dry,Signs,87,1
0,Serious,3:40,Wednesday,Rainy,Dusk,Village Road,Under Construction,Signals,117,4
0,Fatal,13:58,Saturday,Clear,Dark,State Highway,Dry,Signs,109,3
0,Minor,7:3,Friday,Stormy,Dusk,National Highway,Damaged,Unknown,59,5
0,Serious,3:42,Tuesday,Rainy,Daylight,National Highway,Wet,Unknown,90,1
0,Fatal,21:59,Sunday,Rainy,Dawn,Village Road,Dry,Unknown,70,1
0,Fatal,7:57,Tuesday,Stormy,Dusk,State Highway,Dry,Signs,120,2
0,Fatal,15:59,Monday,Foggy,Dawn,Village Road,Damaged,Signals,59,1
1,Minor,12:9,Saturday,Foggy,Dawn,Village Road,Dry,Signals,63,3
0,Minor,19:1,Saturday,Hazy,Dark,National Highway,Under Construction,Police Checkpost,34,4
0,Minor,14:31,Saturday,Foggy,Daylight,Urban Road,Damaged,Signals,119,1
0,Fatal,7:46,Friday,Clear,Dusk,State Highway,Wet,Signals,104,5
0,Minor,9:5,Wednesday,Foggy,Dusk,Urban Road,Under Construction,Unknown,46,1
1,Minor,15:42,Saturday,Clear,Dawn,State Highway,Under Construction,Signs,38,1
0,Minor,21:9,Monday,Stormy,Dawn,Village Road,Under Construction,Police Checkpost,90,3
0,Minor,4:30,Friday,Clear,Daylight,National Highway,Under Construction,Unknown,62,3
0,Serious,23:41,Saturday,Clear,Daylight,Urban Road,Dry,Unknown,100,2
0,Fatal,20:41,Saturday,Clear,Dawn,Urban Road,Wet,Signs,117,2
0,Serious,4:54,Monday,Stormy,Dark,Urban Road,Wet,Signs,112,3
0,Serious,17:51,Friday,Hazy,Dawn,National Highway,Wet,Signals,72,5
0,Serious,9:47,Wednesday,Hazy,Dawn,State Highway,Wet,Police Checkpost,110,5
1,Serious,22:38,Thursday,Rainy,Dark,State Highway,Damaged,Signs,96,3
0,Serious,3:12,Wednesday,Foggy,Dawn,National Highway,Wet,Signs,109,4
0,Serious,6:32,Wednesday,Foggy,Dusk,Urban Road,Damaged,Signs,77,4
0,Serious,6:41,Monday,Hazy,Dawn,Village Road,Under Construction,Police Checkpost,64,1
0,Serious,8:28,Friday,Hazy,Dusk,Village Road,Under Construction,Signs,106,4
0,Fatal,1:42,Saturday,Foggy,Dark,State Highway,Wet,Police Checkpost,50,2
0,Serious,14:37,Wednesday,Rainy,Dark,Village Road,Under Construction,Police Checkpost,55,2
0,Serious,10:52,Monday,Hazy,Daylight,National Highway,Dry,Signals,30,3
0,Serious,6:31,Monday,Foggy,Dusk,State Highway,Under Construction,Signals,101,5
0,Minor,6:32,Tuesday,Clear,Dawn,National Highway,Damaged,Police Checkpost,43,5
0,Serious,5:43,Friday,Foggy,Dawn,Urban Road,Wet,Signals,34,5
0,Fatal,5:51,Saturday,Hazy,Daylight,Village Road,Damaged,Signals,53,2
0,Minor,20:50,Saturday,Rainy,Dusk,National Highway,Damaged,Police Checkpost,69,2
0,Fatal,15:43,Friday,Clear,Dark,State Highway,Damaged,Signals,105,4
0,Minor,15:3,Tuesday,Stormy,Dusk,State Highway,Under Construction,Signs,98,4
0,Minor,4:19,Friday,Stormy,Dusk,National Highway,Under Construction,Signs,64,5
0,Fatal,1:17,Saturday,Stormy,Dark,National Highway,Wet,Signals,116,3
1,Minor,3:11,Saturday,Hazy,Dawn,State Highway,Dry,Signals,77,1
1,Minor,23:27,Saturday,Stormy,Dawn,Urban Road,Under Construction,Police Checkpost,45,4
0,Serious,11:44,Saturday,Foggy,Dawn,State Highway,Under Construction,Unknown,72,3
0,Minor,23:4,Tuesday,Hazy,Dusk,National Highway,Damaged,Police Checkpost,30,3
0,Serious,9:54,Sunday,Clear,Dark,State Highway,Under Construction,Signs,75,1
1,Minor,17:38,Sunday,Stormy,Daylight,Village Road,Dry,Unknown,111,4
1,Serious,6:6,Saturday,Foggy,Dusk,Urban Road,Under Construction,Police Checkpost,103,5
0,Minor,7:43,Saturday,Stormy,Dark,State Highway,Wet,Signs,100,4
0,Serious,2:0,Monday,Foggy,Daylight,Village Road,Dry,Signals,36,1
0,Minor,1:47,Sunday,Clear,Dark,Village Road,Damaged,Police Checkpost,44,1
0,Minor,19:34,Sunday,Clear,Dark,State Highway,Dry,Signs,42,3
0,Fatal,4:59,Tuesday,Clear,Dawn,Urban Road,Wet,Unknown,54,2
0,Minor,3:4,Saturday,Stormy,Dawn,National Highway,Dry,Signals,103,2
1,Serious,12:53,Thursday,Clear,Daylight,State Highway,Under Construction,Signs,92,1
0,Fatal,11:58,Wednesday,Hazy,Dark,State Highway,Under Construction,Police Checkpost,41,4
0,Minor,22:15,Tuesday,Rainy,Daylight,Village Road,Wet,Unknown,62,3
0,Minor,18:36,Friday,Foggy,Dawn,Urban Road,Damaged,Signs,32,4
0,Minor,1:23,Saturday,Foggy,Dusk,Village Road,Damaged,Signs,36,3
0,Serious,4:51,Monday,Hazy,Dawn,Village Road,Damaged,Signals,113,1
0,Serious,11:42,Saturday,Hazy,Dawn,Village Road,Wet,Signals,77,2
0,Minor,6:44,Friday,Hazy,Dark,National Highway,Damaged,Unknown,100,4
0,Minor,8:3,Friday,Clear,Daylight,State Highway,Wet,Police Checkpost,89,3
0,Serious,2:12,Tuesday,Hazy,Dusk,Village Road,Wet,Police Checkpost,99,1
0,Fatal,14:44,Monday,Stormy,Dark,Village Road,Wet,Signs,35,5
0,Minor,22:11,Thursday,Foggy,Dark,Urban Road,Damaged,Signals,65,5
0,Serious,13:26,Sunday,Rainy,Dark,Urban Road,Damaged,Police Checkpost,87,5
0,Minor,14:36,Saturday,Stormy,Dark,Village Road,Damaged,Signals,82,3
0,Minor,6:11,Sunday,Rainy,Dawn,National Highway,Wet,Police Checkpost,40,5
0,Serious,11:22,Monday,Hazy,Dusk,Village Road,Dry,Unknown,54,5
0,Fatal,14:51,Thursday,Clear,Dark,Village Road,Wet,Unknown,104,4
0,Fatal,5:27,Saturday,Stormy,Dawn,Urban Road,Wet,Police Checkpost,31,1
0,Fatal,22:24,Wednesday,Stormy,Dusk,National Highway,Damaged,Police Checkpost,50,4
0,Fatal,22:34,Thursday,Clear,Dawn,Urban Road,Under Construction,Police Checkpost,119,2
0,Fatal,22:10,Wednesday,Rainy,Daylight,National Highway,Dry,Police Checkpost,69,1
0,Fatal,3:40,Thursday,Hazy,Dark,State Highway,Dry,Signs,119,3
0,Serious,16:15,Thursday,Rainy,Dark,Urban Road,Wet,Unknown,95,2
0,Fatal,16:3,Friday,Hazy,Dawn,National Highway,Wet,Police Checkpost,74,2
0,Fatal,7:37,Monday,Foggy,Dark,State Highway,Dry,Unknown,63,5
0,Serious,8:1,Thursday,Hazy,Dark,Village Road,Dry,Signs,44,1
0,Minor,20:29,Monday,Hazy,Dawn,National Highway,Under Construction,Signals,84,1
0,Minor,17:23,Monday,Clear,Dawn,Village Road,Wet,Signs,43,5
0,Minor,3:6,Friday,Stormy,Daylight,Urban Road,Under Construction,Signs,66,4
1,Minor,20:56,Monday,Foggy,Daylight,Urban Road,Wet,Signs,75,2
0,Serious,4:36,Thursday,Hazy,Dawn,National Highway,Damaged,Police Checkpost,44,4
0,Minor,20:21,Sunday,Rainy,Dawn,National Highway,Under Construction,Unknown,30,4
0,Serious,2:49,Thursday,Foggy,Dawn,State Highway,Wet,Police Checkpost,118,2
0,Fatal,14:41,Monday,Foggy,Dusk,Urban Road,Wet,Unknown,35,5
0,Fatal,1:12,Thursday,Stormy,Dusk,Village Road,Wet,Signals,82,4
0,Serious,4:42,Sunday,Clear,Daylight,Village Road,Dry,Police Checkpost,68,5
0,Minor,4:27,Tuesday,Foggy,Daylight,National Highway,Wet,Signals,61,4
1,Minor,5:15,Tuesday,Foggy,Dark,Village Road,Damaged,Unknown,35,2
0,Fatal,10:32,Thursday,Foggy,Daylight,National Highway,Dry,Police Checkpost,86,2
0,Minor,0:1,Thursday,Clear,Dawn,Village Road,Under Construction,Unknown,108,1
0,Fatal,7:44,Saturday,Hazy,Daylight,Urban Road,Under Construction,Police Checkpost,39,4
0,Fatal,19:11,Friday,Rainy,Dawn,Village Road,Dry,Signals,75,3
0,Serious,16:36,Saturday,Hazy,Dawn,National Highway,Under Construction,Signs,62,3
0,Fatal,21:3,Sunday,Rainy,Dark,State Highway,Wet,Signs,35,2
0,Minor,13:37,Tuesday,Rainy,Dark,Village Road,Wet,Signs,62,1
0,Minor,13:2,Sunday,Stormy,Daylight,Urban Road,Under Construction,Signs,87,2
0,Serious,17:0,Sunday,Stormy,Dark,Village Road,Under Construction,Signals,79,2
1,Minor,2:22,Monday,Foggy,Daylight,National Highway,Dry,Unknown,75,5
0,Minor,21:32,Monday,Hazy,Daylight,Urban Road,Wet,Police Checkpost,59,5
0,Fatal,19:33,Thursday,Rainy,Dusk,State Highway,Wet,Unknown,102,4
0,Fatal,12:3,Sunday,Foggy,Dark,State Highway,Dry,Signals,33,4
0,Minor,0:52,Monday,Rainy,Daylight,Village Road,Damaged,Unknown,51,1
0,Serious,6:44,Tuesday,Hazy,Dusk,National Highway,Damaged,Police Checkpost,92,4
0,Minor,14:4,Friday,Stormy,Dark,National Highway,Wet,Signals,44,5
0,Minor,8:46,Wednesday,Foggy,Daylight,Village Road,Dry,Signs,64,5
0,Fatal,13:55,Sunday,Rainy,Dawn,Village Road,Dry,Signs,117,3
0,Serious,10:23,Saturday,Rainy,Dusk,State Highway,Dry,Signs,69,5
0,Minor,15:47,Saturday,Hazy,Dusk,National Highway,Dry,Signals,117,2
0,Serious,0:58,Monday,Rainy,Dawn,Village Road,Wet,Signs,55,1
0,Fatal,16:27,Saturday,Clear,Daylight,National Highway,Under Construction,Signals,105,3
0,Minor,11:23,Saturday,Clear,Daylight,National Highway,Dry,Signs,60,4
0,Minor,6:9,Friday,Foggy,Dawn,Urban Road,Dry,Police Checkpost,36,3
0,Serious,11:33,Friday,Foggy,Dawn,State Highway,Wet,Unknown,42,3
0,Minor,19:26,Monday,Rainy,Dusk,Urban Road,Under Construction,Signs,47,1
0,Minor,0:40,Sunday,Stormy,Dark,Village Road,Wet,Unknown,48,2
1,Minor,0:17,Tuesday,Foggy,Daylight,National Highway,Wet,Police Checkpost,76,3
0,Fatal,23:46,Wednesday,Clear,Dawn,State Highway,Damaged,Police Checkpost,104,4
0,Serious,9:59,Friday,Rainy,Dark,National Highway,Dry,Unknown,96,2
0,Fatal,7:49,Thursday,Hazy,Dusk,State Highway,Dry,Police Checkpost,37,1
0,Serious,10:20,Friday,Stormy,Dark,National Highway,Wet,Signs,84,2
0,Minor,12:25,Thursday,Stormy,Dark,Urban Road,Dry,Police Checkpost,33,5
0,Fatal,16:27,Sunday,Rainy,Dusk,State Highway,Wet,Signals,69,1
0,Fatal,7:39,Tuesday,Stormy,Dark,Village Road,Wet,Police Checkpost,38,3
1,Minor,8:34,Friday,Hazy,Dark,State Highway,Damaged,Unknown,90,3
0,Minor,4:26,Tuesday,Clear,Dawn,Urban Road,Under Construction,Signs,105,3
0,Minor,19:32,Saturday,Clear,Dawn,State Highway,Wet,Signals,100,4
0,Serious,9:7,Thursday,Clear,Daylight,Village Road,Damaged,Signals,89,4
0,Minor,6:55,Wednesday,Rainy,Daylight,State Highway,Damaged,Unknown,72,5
1,Minor,6:31,Sunday,Foggy,Daylight,National Highway,Damaged,Signals,114,4
0,Minor,17:16,Monday,Hazy,Dark,Village Road,Under Construction,Unknown,98,4
0,Serious,2:44,Saturday,Clear,Daylight,Urban Road,Dry,Signs,32,5
0,Fatal,8:30,Wednesday,Rainy,Daylight,Village Road,Wet,Signals,50,2
0,Minor,6:29,Monday,Foggy,Dark,Village Road,Under Construction,Signs,45,2
0,Fatal,22:27,Friday,Clear,Dusk,Village Road,Under Construction,Unknown,99,5
0,Minor,19:45,Tuesday,Stormy,Dusk,National Highway,Wet,Signals,70,3
0,Fatal,14:25,Thursday,Rainy,Dark,National Highway,Wet,Police Checkpost,35,2
0,Fatal,18:8,Saturday,Foggy,Daylight,Urban Road,Under Construction,Police Checkpost,83,1
1,Minor,13:9,Saturday,Clear,Dark,State Highway,Under Construction,Signs,89,3
0,Serious,2:4,Sunday,Stormy,Dark,Urban Road,Dry,Signals,30,4
0,Serious,23:38,Friday,Clear,Dawn,State Highway,Dry,Signals,89,2
0,Fatal,13:14,Tuesday,Rainy,Dark,State Highway,Under Construction,Police Checkpost,113,4
0,Fatal,13:2,Saturday,Foggy,Daylight,National Highway,Wet,Signs,66,3
0,Minor,22:57,Friday,Hazy,Dawn,Urban Road,Damaged,Unknown,105,4
1,Serious,0:44,Saturday,Stormy,Dark,Village Road,Under Construction,Unknown,77,2
0,Minor,13:27,Tuesday,Rainy,Dusk,Urban Road,Under Construction,Unknown,92,2
1,Minor,22:23,Thursday,Clear,Dawn,State Highway,Dry,Unknown,94,2
0,Minor,23:59,Friday,Stormy,Dusk,Urban Road,Wet,Unknown,112,5
0,Fatal,8:35,Saturday,Foggy,Dark,National Highway,Under Construction,Police Checkpost,70,3
0,Serious,13:23,Friday,Hazy,Dark,State Highway,Damaged,Signals,81,5
0,Minor,6:17,Tuesday,Hazy,Dawn,State Highway,Damaged,Unknown,70,5
0,Minor,15:55,Monday,Hazy,Dark,State Highway,Damaged,Signs,62,4
0,Serious,7:49,Tuesday,Rainy,Dusk,State Highway,Damaged,Signals,35,1
1,Minor,16:26,Monday,Rainy,Dark,Village Road,Under Construction,Police Checkpost,106,1
0,Fatal,1:19,Thursday,Rainy,Daylight,Village Road,Under Construction,Police Checkpost,100,4
0,Serious,9:53,Wednesday,Hazy,Dusk,State Highway,Under Construction,Unknown,64,5
0,Minor,11:18,Monday,Foggy,Dark,Urban Road,Damaged,Police Checkpost,32,3
1,Minor,2:11,Tuesday,Rainy,Dusk,Urban Road,Wet,Police Checkpost,47,4
1,Minor,9:50,Monday,Stormy,Daylight,Village Road,Dry,Police Checkpost,117,2
0,Serious,23:6,Saturday,Rainy,Dusk,National Highway,Dry,Signals,79,3
0,Minor,0:14,Thursday,Stormy,Dawn,National Highway,Damaged,Signals,51,1
0,Serious,21:11,Friday,Clear,Daylight,State Highway,Damaged,Unknown,51,2
0,Fatal,2:33,Wednesday,Rainy,Daylight,Village Road,Wet,Signs,36,2
0,Minor,18:12,Thursday,Hazy,Dark,State Highway,Dry,Signs,65,2
0,Fatal,3:45,Thursday,Stormy,Dark,National Highway,Under Construction,Signs,107,1
0,Fatal,14:5,Tuesday,Clear,Dawn,State Highway,Under Construction,Police Checkpost,93,4
1,Fatal,1:38,Thursday,Foggy,Dusk,Urban Road,Dry,Unknown,94,5
0,Fatal,23:7,Thursday,Stormy,Daylight,State Highway,Dry,Police Checkpost,115,5
0,Minor,4:10,Saturday,Hazy,Daylight,National Highway,Dry,Police Checkpost,50,2
0,Fatal,5:39,Friday,Stormy,Dusk,National Highway,Dry,Police Checkpost,69,4
0,Serious,15:22,Sunday,Foggy,Dusk,National Highway,Wet,Police Checkpost,112,1
0,Minor,4:43,Saturday,Clear,Dawn,Urban Road,Under Construction,Signs,91,5
0,Fatal,22:20,Friday,Clear,Daylight,National Highway,Damaged,Signs,87,5
0,Minor,2:38,Monday,Foggy,Dusk,Urban Road,Damaged,Signals,70,1
0,Serious,1:29,Sunday,Rainy,Dusk,Village Road,Wet,Unknown,104,4
0,Minor,8:18,Sunday,Rainy,Dark,Urban Road,Dry,Signals,69,3
0,Fatal,1:59,Sunday,Rainy,Daylight,Urban Road,Wet,Police Checkpost,68,2
0,Serious,15:59,Wednesday,Stormy,Dusk,Urban Road,Damaged,Unknown,107,4
0,Minor,2:29,Sunday,Rainy,Dark,Village Road,Damaged,Unknown,64,1
0,Serious,10:52,Saturday,Rainy,Dark,National Highway,Damaged,Police Checkpost,81,3
0,Minor,12:24,Tuesday,Stormy,Dusk,National Highway,Wet,Police Checkpost,57,4
0,Serious,16:19,Tuesday,Hazy,Dusk,State Highway,Damaged,Signs,91,1
0,Minor,20:54,Saturday,Rainy,Dawn,Urban Road,Damaged,Signs,72,4
0,Serious,12:49,Sunday,Clear,Daylight,State Highway,Under Construction,Signs,78,1
0,Minor,5:15,Thursday,Stormy,Dawn,Village Road,Dry,Signals,92,2
1,Minor,3:30,Monday,Hazy,Dusk,Urban Road,Wet,Signals,35,5
1,Minor,5:42,Monday,Stormy,Dawn,National Highway,Dry,Signs,68,5
0,Serious,13:47,Monday,Rainy,Dusk,Urban Road,Damaged,Police Checkpost,63,5
0,Fatal,1:39,Thursday,Stormy,Daylight,National Highway,Dry,Police Checkpost,92,2
0,Fatal,7:38,Monday,Foggy,Dark,National Highway,Wet,Police Checkpost,80,1
0,Fatal,16:43,Monday,Hazy,Dusk,State Highway,Wet,Police Checkpost,59,3
0,Serious,8:45,Saturday,Hazy,Dark,State Highway,Damaged,Unknown,115,4
0,Minor,2:59,Saturday,Rainy,Dawn,State Highway,Dry,Police Checkpost,109,1
0,Fatal,19:9,Wednesday,Clear,Daylight,National Highway,Wet,Police Checkpost,82,3
0,Serious,2:54,Thursday,Stormy,Dawn,Village Road,Damaged,Signs,53,2
1,Serious,3:40,Thursday,Rainy,Dusk,Village Road,Wet,Signs,108,1
1,Serious,10:24,Saturday,Clear,Dusk,Village Road,Dry,Unknown,97,2
1,Minor,3:32,Monday,Clear,Dawn,Village Road,Wet,Signs,47,2
0,Serious,2:18,Friday,Foggy,Dusk,Village Road,Under Construction,Police Checkpost,56,5
0,Minor,8:32,Friday,Stormy,Dusk,National Highway,Under Construction,Signs,31,2
0,Serious,5:7,Monday,Clear,Daylight,Village Road,Wet,Police Checkpost,53,5
0,Fatal,19:0,Saturday,Clear,Dawn,Urban Road,Dry,Police Checkpost,53,2
0,Minor,23:57,Wednesday,Foggy,Dusk,National Highway,Under Construction,Unknown,61,4
0,Minor,22:13,Saturday,Stormy,Daylight,Village Road,Damaged,Signs,111,5
0,Serious,7:30,Friday,Clear,Dark,Village Road,Under Construction,Signals,87,5
0,Serious,1:49,Saturday,Clear,Dark,Urban Road,Damaged,Unknown,71,1
0,Serious,10:0,Friday,Rainy,Dark,State Highway,Damaged,Signals,115,3
0,Minor,13:57,Sunday,Foggy,Daylight,Urban Road,Under Construction,Unknown,34,1
0,Minor,12:58,Friday,Clear,Dark,State Highway,Damaged,Police Checkpost,114,1
0,Fatal,17:56,Friday,Clear,Dusk,Urban Road,Under Construction,Police Checkpost,89,3
0,Minor,21:49,Tuesday,Clear,Daylight,State Highway,Dry,Signs,94,1
0,Minor,9:4,Tuesday,Stormy,Dawn,State Highway,Wet,Signals,31,4
0,Serious,3:35,Saturday,Foggy,Dark,National Highway,Wet,Signs,109,3
0,Fatal,7:49,Tuesday,Stormy,Daylight,Urban Road,Dry,Unknown,49,1
0,Fatal,2:3,Saturday,Clear,Daylight,National Highway,Wet,Unknown,119,5
0,Minor,6:7,Saturday,Clear,Daylight,State Highway,Under Construction,Police Checkpost,114,4
0,Fatal,17:45,Monday,Rainy,Dark,National Highway,Damaged,Police Checkpost,56,5
0,Fatal,18:20,Thursday,Rainy,Dark,Urban Road,Dry,Signs,120,5
0,Serious,22:21,Sunday,Rainy,Dawn,Village Road,Damaged,Unknown,106,1
0,Serious,21:23,Friday,Foggy,Daylight,National Highway,Wet,Unknown,79,2
0,Minor,16:7,Saturday,Hazy,Dark,National Highway,Dry,Unknown,99,5
0,Minor,10:23,Saturday,Rainy,Dark,National Highway,Under Construction,Unknown,71,2
0,Serious,4:54,Tuesday,Hazy,Dusk,National Highway,Wet,Police Checkpost,58,5
0,Serious,13:7,Saturday,Foggy,Dusk,National Highway,Under Construction,Signals,54,4
1,Minor,22:0,Sunday,Rainy,Daylight,National Highway,Dry,Unknown,72,1
1,Minor,13:28,Thursday,Stormy,Dusk,Village Road,Under Construction,Signs,115,5
0,Fatal,5:49,Thursday,Foggy,Dusk,Village Road,Dry,Signals,73,4
0,Minor,17:54,Tuesday,Foggy,Dark,State Highway,Wet,Unknown,85,2
0,Minor,9:56,Friday,Hazy,Dawn,State Highway,Under Construction,Signals,30,1
0,Fatal,20:27,Wednesday,Hazy,Dark,State Highway,Dry,Police Checkpost,41,3
0,Minor,5:50,Monday,Hazy,Dark,Village Road,Damaged,Signs,64,5
1,Fatal,3:42,Wednesday,Stormy,Dark,Urban Road,Under Construction,Police Checkpost,67,1
0,Serious,15:40,Tuesday,Hazy,Dark,Village Road,Dry,Police Checkpost,100,4
1,Fatal,9:11,Sunday,Clear,Daylight,Village Road,Under Construction,Signals,109,5
0,Serious,8:6,Thursday,Hazy,Dawn,National Highway,Damaged,Signals,36,3
1,Minor,10:39,Saturday,Rainy,Dusk,Village Road,Wet,Signs,107,5
0,Minor,11:32,Sunday,Stormy,Dusk,Village Road,Wet,Unknown,33,5
0,Fatal,8:9,Wednesday,Rainy,Dark,National Highway,Dry,Police Checkpost,38,1
0,Fatal,14:39,Tuesday,Clear,Daylight,Urban Road,Dry,Unknown,114,3
1,Fatal,21:13,Wednesday,Stormy,Daylight,National Highway,Wet,Signals,76,2
1,Serious,21:24,Wednesday,Stormy,Dawn,National Highway,Damaged,Signs,50,1
0,Minor,23:55,Sunday,Stormy,Daylight,Urban Road,Damaged,Signals,65,4
1,Fatal,9:45,Thursday,Rainy,Daylight,National Highway,Wet,Police Checkpost,93,2
0,Minor,11:49,Saturday,Clear,Dark,Village Road,Under Construction,Police Checkpost,83,3
0,Serious,6:15,Wednesday,Rainy,Dusk,Village Road,Dry,Unknown,114,5
0,Serious,22:54,Thursday,Stormy,Dawn,State Highway,Wet,Signs,112,3
0,Serious,16:52,Friday,Stormy,Daylight,National Highway,Damaged,Police Checkpost,100,2
0,Fatal,13:35,Wednesday,Foggy,Dusk,Village Road,Dry,Unknown,66,5
0,Serious,16:20,Monday,Foggy,Dawn,Village Road,Damaged,Police Checkpost,109,1
0,Fatal,5:5,Monday,Stormy,Dusk,State Highway,Under Construction,Unknown,108,5
0,Fatal,7:43,Thursday,Rainy,Dark,State Highway,Damaged,Signs,45,3
0,Serious,14:24,Tuesday,Stormy,Daylight,Village Road,Dry,Signals,88,4
1,Minor,14:11,Sunday,Hazy,Dusk,National Highway,Damaged,Signals,110,4
0,Minor,22:19,Friday,Foggy,Daylight,National Highway,Wet,Police Checkpost,41,5
0,Fatal,17:18,Wednesday,Hazy,Dark,Urban Road,Damaged,Signs,102,1
1,Minor,4:19,Thursday,Stormy,Dusk,National Highway,Wet,Unknown,45,4
0,Fatal,4:19,Sunday,Rainy,Dusk,Urban Road,Damaged,Police Checkpost,65,2
0,Minor,8:0,Tuesday,Clear,Dawn,Village Road,Dry,Unknown,46,5
0,Fatal,5:26,Wednesday,Stormy,Dusk,Urban Road,Damaged,Signals,61,2
0,Fatal,6:38,Thursday,Foggy,Dark,Urban Road,Dry,Signs,100,4
0,Fatal,18:53,Sunday,Hazy,Dusk,Urban Road,Under Construction,Police Checkpost,71,1
0,Fatal,20:44,Monday,Hazy,Dusk,Urban Road,Wet,Signals,115,4
0,Minor,3:48,Thursday,Stormy,Dark,Urban Road,Damaged,Signs,91,4
0,Fatal,18:7,Thursday,Rainy,Dawn,Village Road,Wet,Unknown,97,1
0,Serious,21:14,Wednesday,Stormy,Daylight,State Highway,Damaged,Signals,100,2
0,Serious,23:2,Sunday,Foggy,Dawn,Urban Road,Damaged,Unknown,65,3
0,Serious,15:22,Wednesday,Clear,Dusk,Village Road,Under Construction,Police Checkpost,35,4
0,Minor,10:22,Wednesday,Stormy,Dusk,Village Road,Damaged,Unknown,86,2
0,Minor,15:7,Tuesday,Rainy,Dusk,National Highway,Under Construction,Signs,70,2
0,Serious,19:6,Sunday,Foggy,Dawn,Village Road,Under Construction,Signs,113,1
0,Minor,7:31,Tuesday,Hazy,Daylight,Urban Road,Wet,Unknown,55,3
0,Serious,22:42,Sunday,Foggy,Dawn,Urban Road,Damaged,Police Checkpost,114,1
0,Serious,4:41,Tuesday,Rainy,Daylight,Village Road,Dry,Signs,100,4
0,Serious,5:27,Thursday,Hazy,Dark,Urban Road,Dry,Police Checkpost,81,2
0,Fatal,3:23,Tuesday,Stormy,Dark,Urban Road,Wet,Signals,53,5
0,Minor,3:27,Tuesday,Hazy,Dark,Urban Road,Wet,Signals,93,4
0,Minor,20:41,Friday,Rainy,Dark,National Highway,Under Construction,Signals,52,3
0,Serious,21:2,Monday,Clear,Dusk,State Highway,Dry,Unknown,101,3
1,Fatal,22:16,Sunday,Clear,Daylight,Urban Road,Wet,Signs,99,5
0,Serious,1:55,Thursday,Stormy,Daylight,Urban Road,Wet,Police Checkpost,111,4
0,Minor,10:2,Friday,Hazy,Dawn,National Highway,Under Construction,Signs,59,1
